,symboling,normalized_losses,make,body_style,drive_wheels,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,fueltype_gas,aspiration_turbo,num_of_doors_two,engine_location_rear
14,0,0.3787878787878788,0.09523809523809523,1,2,0.61231884057971,0.7865671641791048,0.7450980392156872,0.4916666666666667,0.7339022498060512,1,2,1.0,1,3.62,3.39,0.0625,0.9852941176470588,0.6756756756756754,0.08333333333333331,0.19354838709677424,41315,1,0,1,0
15,0,0.3787878787878788,0.09523809523809523,1,2,0.8478260869565215,0.8343283582089551,0.5098039215686283,0.7083333333333335,0.7823894491854151,1,2,1.0,1,3.62,3.39,0.0625,0.9852941176470588,0.6756756756756754,0.055555555555555525,0.12903225806451613,36880,1,0,0,0
16,2,0.4242424242424243,0.14285714285714285,2,1,0.06521739130434812,0.0,0.0,0.4500000000000006,0.0,4,6,0.0,2,2.91,3.03,0.15625,0.0,0.5135135135135136,0.9444444444444444,0.4516129032258065,5151,1,0,1,0
17,1,0.25,0.14285714285714285,2,1,0.2862318840579712,0.22089552238805998,0.3235294117647065,0.3500000000000001,0.14972847168347558,1,1,0.19594594594594594,2,3.03,3.11,0.16249999999999998,0.16176470588235292,0.6756756756756754,0.6944444444444444,0.8709677419354838,6295,1,0,1,0
18,0,0.12121212121212122,0.14285714285714285,1,1,0.2862318840579712,0.2641791044776123,0.3235294117647065,0.3500000000000001,0.1633048875096974,1,1,0.19594594594594594,2,3.03,3.11,0.16249999999999998,0.16176470588235292,0.6756756756756754,0.6944444444444444,0.8709677419354838,6575,1,0,0,0
19,1,0.4015151515151515,0.19047619047619047,2,1,0.25724637681159424,0.2417910447761198,0.34313725490196134,0.24999999999999956,0.15050426687354534,1,1,0.19594594594594594,2,2.97,3.23,0.150625,0.1470588235294118,0.7297297297297294,0.6666666666666665,0.8064516129032258,5572,1,0,1,0
20,1,0.4015151515151515,0.19047619047619047,2,1,0.25724637681159424,0.2417910447761198,0.34313725490196134,0.24999999999999956,0.15050426687354534,1,1,0.19594594594594594,2,2.97,3.23,0.15000000000000002,0.1470588235294118,0.7297297297297294,0.49999999999999994,0.7096774193548387,6377,1,0,1,0
21,1,0.4015151515151515,0.19047619047619047,2,1,0.25724637681159424,0.2417910447761198,0.34313725490196134,0.24999999999999956,0.24825446082234293,1,1,0.25,1,3.03,3.39,0.03749999999999998,0.3970588235294118,0.7297297297297294,0.3055555555555555,0.4516129032258065,7957,1,1,1,0
22,1,0.6287878787878789,0.19047619047619047,2,1,0.25724637681159424,0.2417910447761198,0.34313725490196134,0.23333333333333384,0.18580294802172226,1,1,0.19594594594594594,2,2.97,3.23,0.15000000000000002,0.1470588235294118,0.7297297297297294,0.49999999999999994,0.7096774193548387,6229,1,0,0,0
23,1,0.6287878787878789,0.19047619047619047,1,1,0.25724637681159424,0.2417910447761198,0.34313725490196134,0.23333333333333384,0.1943366951124903,1,1,0.19594594594594594,2,2.97,3.23,0.15000000000000002,0.1470588235294118,0.7297297297297294,0.49999999999999994,0.7096774193548387,6692,1,0,0,0
24,1,0.6287878787878789,0.19047619047619047,1,1,0.25724637681159424,0.2417910447761198,0.34313725490196134,0.23333333333333384,0.1943366951124903,1,1,0.19594594594594594,2,2.97,3.23,0.15000000000000002,0.1470588235294118,0.7297297297297294,0.49999999999999994,0.7096774193548387,7609,1,0,0,0
25,1,0.6287878787878789,0.19047619047619047,1,1,0.25724637681159424,0.2417910447761198,0.34313725490196134,0.23333333333333384,0.2726920093095423,1,1,0.25,1,3.03,3.39,0.03749999999999998,0.3970588235294118,0.7297297297297294,0.3055555555555555,0.4516129032258065,8558,1,1,0,0
26,-1,0.34090909090909094,0.19047619047619047,3,1,0.6050724637681157,0.5,0.42156862745098067,0.9999999999999996,0.40612878200155156,1,1,0.41216216216216217,2,3.34,3.46,0.09375,0.2941176470588236,0.4594594594594592,0.3055555555555555,0.4516129032258065,8921,1,0,0,0
27,3,0.6060606060606062,0.19047619047619047,2,1,0.3369565217391308,0.4791044776119402,0.5882352941176476,0.20000000000000062,0.513188518231187,1,1,0.641891891891892,7,3.6,3.9,0.0,0.7132352941176471,0.4594594594594592,0.16666666666666669,0.25806451612903225,12964,1,1,1,0
28,2,0.5454545454545454,0.23809523809523808,2,1,0.0,0.052238805970149294,0.35294117647058876,0.24999999999999956,0.08727695888285492,1,1,0.20945945945945954,4,2.91,3.41,0.16249999999999998,0.0735294117647059,0.3513513513513513,0.9999999999999998,0.4516129032258065,6479,1,0,1,0
29,2,0.5454545454545454,0.23809523809523808,2,1,0.0,0.052238805970149294,0.35294117647058876,0.24999999999999956,0.12839410395655548,1,1,0.20945945945945954,4,2.91,3.41,0.13749999999999996,0.20588235294117652,1.0,0.49999999999999994,0.7096774193548387,6855,1,0,1,0
30,1,0.2727272727272727,0.23809523809523808,2,1,0.25724637681159424,0.13283582089552226,0.3627450980392162,0.3999999999999999,0.1353762606671839,1,1,0.1216216216216216,4,2.91,3.07,0.19374999999999998,0.08823529411764708,0.7297297297297294,0.6944444444444444,0.8387096774193548,5399,1,0,1,0
31,1,0.2727272727272727,0.23809523809523808,2,1,0.25724637681159424,0.13283582089552226,0.3627450980392162,0.3999999999999999,0.1753297129557797,1,1,0.20945945945945954,4,2.91,3.41,0.13749999999999996,0.20588235294117652,1.0,0.47222222222222215,0.5806451612903225,6529,1,0,1,0
32,1,0.2727272727272727,0.23809523809523808,2,1,0.25724637681159424,0.13283582089552226,0.3627450980392162,0.3999999999999999,0.18153607447633824,1,1,0.20945945945945954,4,2.91,3.41,0.13749999999999996,0.20588235294117652,1.0,0.47222222222222215,0.5806451612903225,7129,1,0,1,0
33,0,0.34090909090909094,0.23809523809523808,1,1,0.3586956521739131,0.33283582089552244,0.3627450980392162,0.5583333333333331,0.20248254460822346,1,1,0.20945945945945954,4,2.91,3.41,0.13749999999999996,0.20588235294117652,1.0,0.47222222222222215,0.5806451612903225,7295,1,0,0,0
34,0,0.09848484848484851,0.23809523809523808,3,1,0.3586956521739131,0.23880597014925353,0.35294117647058876,0.8749999999999996,0.20791311093871212,1,1,0.20945945945945954,4,2.92,3.41,0.13749999999999996,0.20588235294117652,1.0,0.47222222222222215,0.5806451612903225,7295,1,0,0,0
35,0,0.31060606060606066,0.23809523809523808,2,1,0.3586956521739131,0.39402985074626873,0.48039215686274606,0.4583333333333335,0.29014740108611325,1,1,0.33108108108108114,4,3.15,3.58,0.125,0.27941176470588236,0.8918918918918917,0.3888888888888889,0.5483870967741935,7895,1,0,1,0
36,0,0.31060606060606066,0.23809523809523808,2,1,0.3586956521739131,0.39402985074626873,0.48039215686274606,0.4583333333333335,0.3107059736229635,1,1,0.33108108108108114,4,3.15,3.58,0.125,0.27941176470588236,0.8918918918918917,0.3888888888888889,0.5483870967741935,9095,1,0,1,0
37,0,0.1515151515151515,0.23809523809523808,1,1,0.3586956521739131,0.5119402985074628,0.48039215686274606,0.5249999999999999,0.31652443754848725,1,1,0.33108108108108114,4,3.15,3.58,0.125,0.27941176470588236,0.8918918918918917,0.3888888888888889,0.5483870967741935,8845,1,0,0,0
38,0,0.1515151515151515,0.23809523809523808,1,1,0.3586956521739131,0.5119402985074628,0.21568627450980404,0.5249999999999999,0.34290147401086113,1,1,0.33108108108108114,4,3.15,3.58,0.125,0.27941176470588236,0.8918918918918917,0.3888888888888889,0.5483870967741935,10295,1,0,0,0
39,0,0.1515151515151515,0.23809523809523808,1,1,0.3586956521739131,0.5119402985074628,0.48039215686274606,0.5249999999999999,0.3789759503491078,1,1,0.33108108108108114,1,3.15,3.58,0.125,0.38970588235294124,0.8918918918918917,0.3055555555555555,0.3870967741935484,12945,1,0,0,0
40,1,0.31818181818181823,0.23809523809523808,1,1,0.3586956521739131,0.4179104477611939,0.5588235294117654,0.26666666666666705,0.3122575640031032,1,1,0.33108108108108114,2,3.15,3.58,0.13124999999999998,0.38235294117647056,0.7297297297297294,0.3333333333333333,0.4838709677419355,10345,1,0,1,0
41,0,0.3787878787878788,0.2857142857142857,1,2,0.2789855072463765,0.4417910447761191,0.14705882352941213,0.4750000000000001,0.3293250581846392,1,1,0.33783783783783783,2,3.31,3.23,0.09375,0.22058823529411764,0.3513513513513513,0.3055555555555555,0.4193548387096774,6785,1,0,0,0
42,2,0.3787878787878788,0.2857142857142857,2,2,0.3405797101449273,0.4701492537313432,0.48039215686274606,0.30000000000000027,0.4833204034134988,1,1,0.3918918918918919,8,3.43,3.23,0.13749999999999996,0.3088235294117647,0.4594594594594592,0.3055555555555555,0.4193548387096774,11048,1,0,1,0
43,0,0.6060606060606062,0.3333333333333333,1,2,0.9565217391304341,0.8731343283582089,0.9117647058823524,0.4166666666666665,1.0,5,2,0.3952702702702703,1,3.63,4.17,0.06874999999999998,0.9411764705882354,0.3243243243243241,0.055555555555555525,0.09677419354838712,32250,1,0,0,0
44,0,0.3787878787878788,0.3333333333333333,1,2,0.9565217391304341,0.8731343283582089,0.9117647058823524,0.4166666666666665,1.0,5,2,0.3952702702702703,1,3.63,4.17,0.06874999999999998,0.9411764705882354,0.3243243243243241,0.055555555555555525,0.09677419354838712,35550,1,0,0,0
45,0,0.3787878787878788,0.3333333333333333,1,2,0.5579710144927534,0.7552238805970148,0.5098039215686283,0.0,0.9550038789759503,3,7,0.3952702702702703,1,3.54,2.76,0.28125,0.34558823529411764,0.4594594594594592,0.0,0.032258064516129004,36000,1,0,1,0
46,1,0.2954545454545454,0.38095238095238093,2,1,0.23550724637681153,0.26865671641791034,0.382352941176471,0.5249999999999999,0.15593483320403412,1,1,0.20270270270270274,2,3.03,3.15,0.125,0.1470588235294118,0.4594594594594592,0.47222222222222215,0.4838709677419355,5195,1,0,1,0
47,1,0.2954545454545454,0.38095238095238093,2,1,0.23550724637681153,0.26865671641791034,0.382352941176471,0.5249999999999999,0.15981380915438326,1,1,0.20270270270270274,2,3.03,3.15,0.125,0.1470588235294118,0.4594594594594592,0.49999999999999994,0.7096774193548387,6095,1,0,1,0
48,1,0.2954545454545454,0.38095238095238093,2,1,0.23550724637681153,0.26865671641791034,0.382352941176471,0.5249999999999999,0.16175329712955777,1,1,0.20270270270270274,2,3.03,3.15,0.125,0.1470588235294118,0.4594594594594592,0.49999999999999994,0.7096774193548387,6795,1,0,1,0
49,1,0.36363636363636365,0.38095238095238093,1,1,0.23550724637681153,0.38358208955223905,0.382352941176471,0.5249999999999999,0.17726920093095422,1,1,0.20270270270270274,2,3.03,3.15,0.125,0.1470588235294118,0.4594594594594592,0.49999999999999994,0.7096774193548387,6695,1,0,0,0
50,1,0.36363636363636365,0.38095238095238093,1,1,0.23550724637681153,0.38358208955223905,0.382352941176471,0.5249999999999999,0.17920868890612873,1,1,0.20270270270270274,2,3.08,3.15,0.125,0.1470588235294118,0.4594594594594592,0.49999999999999994,0.7096774193548387,7395,1,0,0,0
51,3,0.643939393939394,0.38095238095238093,2,2,0.31521739130434767,0.4164179104477612,0.5294117647058831,0.1499999999999999,0.3460046547711404,6,4,0.060810810810810856,6,3.31,3.29,0.15000000000000002,0.38970588235294124,1.0,0.1111111111111111,0.22580645161290325,10945,1,0,1,0
52,3,0.643939393939394,0.38095238095238093,2,2,0.31521739130434767,0.4164179104477612,0.5294117647058831,0.1499999999999999,0.3460046547711404,6,4,0.060810810810810856,6,3.31,3.29,0.15000000000000002,0.38970588235294124,1.0,0.1111111111111111,0.22580645161290325,11845,1,0,1,0
53,3,0.643939393939394,0.38095238095238093,2,2,0.31521739130434767,0.4164179104477612,0.5294117647058831,0.1499999999999999,0.3479441427463149,6,4,0.060810810810810856,6,3.31,3.29,0.15000000000000002,0.38970588235294124,1.0,0.1111111111111111,0.22580645161290325,13645,1,0,1,0
54,3,0.643939393939394,0.38095238095238093,2,2,0.31521739130434767,0.4164179104477612,0.5294117647058831,0.1499999999999999,0.39255236617532974,6,4,0.1283783783783784,1,3.31,3.29,0.15000000000000002,0.6397058823529412,1.0,0.08333333333333331,0.22580645161290325,15645,1,0,1,0
55,1,0.48484848484848486,0.38095238095238093,2,1,0.4420289855072461,0.5477611940298508,0.6078431372549025,0.4916666666666667,0.3479441427463149,1,1,0.41216216216216217,2,3.39,3.39,0.09999999999999998,0.26470588235294124,0.3513513513513513,0.3611111111111111,0.5161290322580645,8845,1,0,1,0
56,0,0.3787878787878788,0.38095238095238093,1,1,0.4420289855072461,0.5477611940298508,0.6078431372549025,0.641666666666667,0.3576415826221877,1,1,0.41216216216216217,2,3.39,3.39,0.09999999999999998,0.26470588235294124,0.3513513513513513,0.3611111111111111,0.5161290322580645,8495,1,0,0,0
57,1,0.48484848484848486,0.38095238095238093,2,1,0.4420289855072461,0.5477611940298508,0.6078431372549025,0.4916666666666667,0.3479441427463149,1,1,0.41216216216216217,2,3.39,3.39,0.09999999999999998,0.26470588235294124,0.3513513513513513,0.3611111111111111,0.5161290322580645,10595,1,0,1,0
58,0,0.3787878787878788,0.38095238095238093,1,1,0.4420289855072461,0.5477611940298508,0.6078431372549025,0.641666666666667,0.3576415826221877,1,1,0.41216216216216217,2,3.39,3.39,0.09999999999999998,0.26470588235294124,0.3513513513513513,0.3611111111111111,0.5161290322580645,10245,1,0,0,0
59,0,0.3787878787878788,0.38095238095238093,1,1,0.4420289855072461,0.5477611940298508,0.6078431372549025,0.641666666666667,0.37044220325833976,1,1,0.41216216216216217,3,3.39,3.39,0.98125,0.11764705882352944,0.2702702702702702,0.6388888888888888,0.8387096774193548,10795,0,0,0,0
60,0,0.3787878787878788,0.38095238095238093,2,1,0.4420289855072461,0.5477611940298508,0.6078431372549025,0.641666666666667,0.36346004654771136,1,1,0.41216216216216217,2,3.39,3.39,0.09999999999999998,0.26470588235294124,0.3513513513513513,0.3611111111111111,0.5161290322580645,11245,1,0,0,0
61,0,0.4015151515151515,0.38095238095238093,1,2,0.6630434782608696,0.5059701492537312,0.5686274509803919,0.5500000000000003,0.45849495733126444,1,1,0.5337837837837839,1,3.76,3.16,0.0625,0.5294117647058824,0.4594594594594592,0.16666666666666669,0.3548387096774194,18280,1,0,0,0
62,0,0.3787878787878788,0.38095238095238093,1,2,0.6630434782608696,0.5059701492537312,0.5686274509803919,0.5500000000000003,0.47013188518231197,1,1,0.4932432432432433,3,3.43,3.64,0.9375,0.17647058823529416,0.02702702702702675,0.49999999999999994,0.7419354838709677,18344,0,0,0,0
63,-1,0.21212121212121215,0.42857142857142855,1,2,0.8478260869565215,0.7432835820895525,0.9803921568627452,0.7250000000000001,0.7862684251357641,1,3,0.8243243243243245,3,3.58,3.64,0.90625,0.5514705882352942,0.10810810810810789,0.24999999999999994,0.29032258064516125,25552,0,1,0,0
64,-1,0.21212121212121215,0.42857142857142855,3,2,0.8478260869565215,0.7432835820895525,0.9803921568627452,0.9083333333333337,0.8774243599689682,1,3,0.8243243243243245,3,3.58,3.64,0.90625,0.5514705882352942,0.10810810810810789,0.24999999999999994,0.29032258064516125,28248,0,1,0,0
65,0,0.21212121212121215,0.42857142857142855,4,2,0.7282608695652173,0.6925373134328359,0.9803921568627452,0.5916666666666663,0.7785104732350658,1,3,0.8243243243243245,3,3.58,3.64,0.90625,0.5514705882352942,0.10810810810810789,0.24999999999999994,0.29032258064516125,28176,0,1,1,0
66,-1,0.21212121212121215,0.42857142857142855,1,2,0.37681159420289845,0.9179104477611939,0.5098039215686283,0.7083333333333335,0.8851823118696664,1,3,0.8243243243243245,3,3.58,3.64,0.90625,0.5514705882352942,0.10810810810810789,0.24999999999999994,0.29032258064516125,31600,0,1,0,0
67,-1,0.3787878787878788,0.42857142857142855,1,2,0.37681159420289845,0.9179104477611939,0.5098039215686283,0.7250000000000001,0.8735453840186191,3,5,0.3952702702702703,1,3.46,3.1,0.08125000000000004,0.7867647058823529,0.3243243243243241,0.08333333333333331,0.06451612903225801,34184,1,0,0,0
68,3,0.5833333333333333,0.42857142857142855,5,2,0.36231884057971,0.5850746268656719,1.0,0.24999999999999956,0.8522110162916989,3,5,0.3952702702702703,1,3.46,3.1,0.08125000000000004,0.7867647058823529,0.3243243243243241,0.08333333333333331,0.06451612903225801,35056,1,0,1,0
69,0,0.3787878787878788,0.42857142857142855,1,2,0.37681159420289845,1.0,0.5098039215686283,0.7416666666666667,0.9356089992242047,3,5,0.3952702702702703,1,3.8,3.35,0.0625,1.0,0.18918918918918903,0.027777777777777735,0.0,40960,1,0,0,0
70,1,0.3787878787878788,0.42857142857142855,4,2,0.9202898550724634,0.8671641791044773,0.5098039215686283,0.6333333333333333,0.8638479441427462,3,5,0.3952702702702703,1,3.8,3.35,0.0625,1.0,0.18918918918918903,0.027777777777777735,0.0,45400,1,0,1,0
71,1,0.3787878787878788,0.4761904761904761,2,2,0.5833333333333335,0.5567164179104478,0.7549019607843137,0.5833333333333335,0.5515903801396431,1,1,0.5337837837837839,1,3.78,3.12,0.0625,0.9338235294117648,0.4594594594594592,0.16666666666666669,0.25806451612903225,16503,1,1,1,0
72,2,0.7272727272727273,0.5238095238095237,2,1,0.25724637681159424,0.2417910447761198,0.4019607843137267,0.24999999999999956,0.16679596586501166,1,1,0.20945945945945954,2,2.97,3.23,0.15000000000000002,0.1470588235294118,0.7297297297297294,0.6666666666666665,0.8064516129032258,5389,1,0,1,0
73,2,0.7272727272727273,0.5238095238095237,2,1,0.25724637681159424,0.2417910447761198,0.4019607843137267,0.24999999999999956,0.17688130333591934,1,1,0.20945945945945954,2,2.97,3.23,0.15000000000000002,0.1470588235294118,0.7297297297297294,0.49999999999999994,0.7096774193548387,6189,1,0,1,0
74,2,0.7272727272727273,0.5238095238095237,2,1,0.25724637681159424,0.2417910447761198,0.4019607843137267,0.24999999999999956,0.20015515903801395,1,1,0.20945945945945954,2,2.97,3.23,0.15000000000000002,0.1470588235294118,0.7297297297297294,0.49999999999999994,0.7096774193548387,6669,1,0,1,0
75,1,0.7272727272727273,0.5238095238095237,2,1,0.23188405797101463,0.2417910447761198,0.34313725490196134,0.24999999999999956,0.25484871993793634,1,1,0.25,5,3.03,3.39,0.03749999999999998,0.3970588235294118,0.7297297297297294,0.3055555555555555,0.4516129032258065,7689,1,1,1,0
76,3,0.6666666666666667,0.5238095238095237,2,1,0.35144927536231885,0.4761194029850748,0.5000000000000009,0.1333333333333333,0.34212567882079126,1,1,0.33108108108108114,5,3.17,3.46,0.03125,0.5,0.7297297297297294,0.27777777777777773,0.4516129032258065,9959,1,1,1,0
77,3,0.6666666666666667,0.5238095238095237,2,1,0.35144927536231885,0.4761194029850748,0.5000000000000009,0.1333333333333333,0.32583397982932505,1,1,0.41216216216216217,2,3.35,3.46,0.09375,0.2941176470588236,0.4594594594594592,0.3333333333333333,0.5161290322580645,8499,1,0,1,0
78,3,0.3787878787878788,0.5238095238095237,2,1,0.3369565217391308,0.4791044776119402,0.5882352941176476,0.20000000000000062,0.5217222653219551,1,1,0.641891891891892,5,3.58,3.86,0.0,0.7132352941176471,0.4594594594594592,0.16666666666666669,0.25806451612903225,12629,1,1,1,0
79,3,0.3787878787878788,0.5238095238095237,2,1,0.3369565217391308,0.4791044776119402,0.5882352941176476,0.20000000000000062,0.5558572536850273,1,1,0.641891891891892,5,3.59,3.86,0.0,0.7132352941176471,0.4594594594594592,0.16666666666666669,0.25806451612903225,14869,1,1,1,0
80,3,0.3787878787878788,0.5238095238095237,2,1,0.3369565217391308,0.4791044776119402,0.5882352941176476,0.20000000000000062,0.5577967416602017,1,1,0.641891891891892,5,3.59,3.86,0.0,0.7132352941176471,0.4594594594594592,0.16666666666666669,0.25806451612903225,14489,1,1,1,0
81,1,0.4545454545454546,0.5238095238095237,1,1,0.35144927536231885,0.46716417910447783,0.5000000000000009,0.3166666666666669,0.34018619084561674,1,1,0.41216216216216217,2,3.35,3.46,0.09375,0.2941176470588236,0.4594594594594592,0.3333333333333333,0.5161290322580645,6989,1,0,0,0
82,1,0.4545454545454546,0.5238095238095237,1,1,0.35144927536231885,0.46716417910447783,0.5000000000000009,0.3166666666666669,0.3557020946470132,1,1,0.41216216216216217,2,3.35,3.46,0.09375,0.2941176470588236,0.4594594594594592,0.3333333333333333,0.5161290322580645,8189,1,0,0,0
83,1,0.4545454545454546,0.5238095238095237,1,1,0.35144927536231885,0.46716417910447783,0.5000000000000009,0.3166666666666669,0.3549262994569433,1,1,0.33108108108108114,5,3.17,3.46,0.03125,0.5,0.7297297297297294,0.27777777777777773,0.4516129032258065,9279,1,1,0,0
84,-1,0.5454545454545454,0.5238095238095237,1,1,0.35144927536231885,0.46716417910447783,0.5000000000000009,0.3166666666666669,0.3549262994569433,1,1,0.33108108108108114,5,3.17,3.46,0.03125,0.5,0.7297297297297294,0.27777777777777773,0.4516129032258065,9279,1,0,0,0
85,1,0.4772727272727273,0.5714285714285714,1,1,0.2862318840579712,0.36119402985074656,0.34313725490196134,0.5583333333333331,0.15554693560899924,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,5499,1,0,1,0
86,1,0.4772727272727273,0.5714285714285714,1,1,0.2862318840579712,0.36119402985074656,0.34313725490196134,0.5583333333333331,0.20519782777346784,1,1,0.28378378378378377,3,2.99,3.47,0.9312499999999999,0.05147058823529416,0.3513513513513513,0.8888888888888888,0.4516129032258065,7099,0,0,1,0
87,1,0.4772727272727273,0.5714285714285714,1,1,0.2862318840579712,0.36119402985074656,0.34313725490196134,0.5583333333333331,0.16679596586501166,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,6649,1,0,1,0
88,1,0.4318181818181819,0.5714285714285714,1,1,0.2862318840579712,0.36119402985074656,0.34313725490196134,0.5583333333333331,0.17455391776570983,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,6849,1,0,0,0
89,1,0.28787878787878785,0.5714285714285714,3,1,0.2862318840579712,0.4343283582089552,0.34313725490196134,0.4750000000000001,0.20791311093871212,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,7349,1,0,0,0
90,1,0.4772727272727273,0.5714285714285714,1,1,0.2862318840579712,0.36119402985074656,0.34313725490196134,0.5583333333333331,0.17959658650116372,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,7299,1,0,1,0
91,1,0.4772727272727273,0.5714285714285714,2,1,0.2862318840579712,0.3656716417910446,0.34313725490196134,0.4583333333333335,0.20946470131885186,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,7799,1,0,1,0
92,1,0.4318181818181819,0.5714285714285714,1,1,0.2862318840579712,0.36119402985074656,0.34313725490196134,0.5583333333333331,0.1873545384018619,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,7499,1,0,0,0
93,1,0.28787878787878785,0.5714285714285714,3,1,0.2862318840579712,0.4343283582089552,0.34313725490196134,0.4750000000000001,0.212955779674166,1,1,0.2432432432432433,2,3.15,3.29,0.15000000000000002,0.15441176470588236,0.5675675675675675,0.49999999999999994,0.6774193548387097,7999,1,0,0,0
